rok;region;kraj;plec;nadwaga
1992;EUR;GBR;BTSX;14.8
1992;EUR;GBR;FMLE;16.4
1992;EUR;GBR;MLE;13.2
1991;EUR;GBR;BTSX;14.4
1991;EUR;GBR;FMLE;16.0
1991;EUR;GBR;MLE;12.7
1990;EUR;GBR;BTSX;14.0
1990;EUR;GBR;FMLE;15.6
1990;EUR;GBR;MLE;12.4
1989;EUR;GBR;BTSX;13.6
1989;EUR;GBR;FMLE;15.2
1989;EUR;GBR;MLE;12.0
1988;EUR;GBR;BTSX;13.3
1988;EUR;GBR;FMLE;14.8
1988;EUR;GBR;MLE;11.6
1987;EUR;GBR;BTSX;12.9
1987;EUR;GBR;FMLE;14.5
1987;EUR;GBR;MLE;11.3
1986;EUR;GBR;BTSX;12.6
1986;EUR;GBR;FMLE;14.1
1986;EUR;GBR;MLE;10.9
1985;EUR;GBR;BTSX;12.3
1985;EUR;GBR;FMLE;13.8
1985;EUR;GBR;MLE;10.6
1984;EUR;GBR;BTSX;11.9
1984;EUR;GBR;FMLE;13.5
1984;EUR;GBR;MLE;10.3
1983;EUR;GBR;BTSX;11.6
1983;EUR;GBR;FMLE;13.1
1983;EUR;GBR;MLE;10.0
1982;EUR;GBR;BTSX;11.3
1982;EUR;GBR;FMLE;12.8
1982;EUR;GBR;MLE;9.7
1981;EUR;GBR;BTSX;11.0
1981;EUR;GBR;FMLE;12.5
1981;EUR;GBR;MLE;9.4
1980;EUR;GBR;BTSX;10.7
1980;EUR;GBR;FMLE;12.2
1980;EUR;GBR;MLE;9.1
1979;EUR;GBR;BTSX;10.4
1979;EUR;GBR;FMLE;11.9
1979;EUR;GBR;MLE;8.8
1978;EUR;GBR;BTSX;10.1
1978;EUR;GBR;FMLE;11.6
1978;EUR;GBR;MLE;8.6
1977;EUR;GBR;BTSX;9.9
1977;EUR;GBR;FMLE;11.3
1977;EUR;GBR;MLE;8.3
1976;EUR;GBR;BTSX;9.6
1976;EUR;GBR;FMLE;11.0
1976;EUR;GBR;MLE;8.1
1975;EUR;GBR;BTSX;9.4
1975;EUR;GBR;FMLE;10.8
1975;EUR;GBR;MLE;7.8
2016;EUR;GEO;BTSX;21.7
2016;EUR;GEO;FMLE;23.8
2016;EUR;GEO;MLE;19.2
2015;EUR;GEO;BTSX;21.1
2015;EUR;GEO;FMLE;23.1
2015;EUR;GEO;MLE;18.5
2014;EUR;GEO;BTSX;20.5
2014;EUR;GEO;FMLE;22.5
2014;EUR;GEO;MLE;17.9
2013;EUR;GEO;BTSX;19.9
2013;EUR;GEO;FMLE;22.0
2013;EUR;GEO;MLE;17.3
2012;EUR;GEO;BTSX;19.3
2012;EUR;GEO;FMLE;21.4
2012;EUR;GEO;MLE;16.6
2011;EUR;GEO;BTSX;18.7
2011;EUR;GEO;FMLE;20.8
2011;EUR;GEO;MLE;16.1
2010;EUR;GEO;BTSX;18.2
2010;EUR;GEO;FMLE;20.3
2010;EUR;GEO;MLE;15.5
2009;EUR;GEO;BTSX;17.6
2009;EUR;GEO;FMLE;19.8
2009;EUR;GEO;MLE;15.0
2008;EUR;GEO;BTSX;17.1
2008;EUR;GEO;FMLE;19.2
2008;EUR;GEO;MLE;14.5
2007;EUR;GEO;BTSX;16.6
2007;EUR;GEO;FMLE;18.8
2007;EUR;GEO;MLE;14.0
2006;EUR;GEO;BTSX;16.1
2006;EUR;GEO;FMLE;18.3
2006;EUR;GEO;MLE;13.5
2005;EUR;GEO;BTSX;15.7
2005;EUR;GEO;FMLE;17.8
2005;EUR;GEO;MLE;13.0
2004;EUR;GEO;BTSX;15.3
2004;EUR;GEO;FMLE;17.4
2004;EUR;GEO;MLE;12.6
2003;EUR;GEO;BTSX;14.9
2003;EUR;GEO;FMLE;17.0
2003;EUR;GEO;MLE;12.2
2002;EUR;GEO;BTSX;14.5
2002;EUR;GEO;FMLE;16.6
2002;EUR;GEO;MLE;11.8
2001;EUR;GEO;BTSX;14.1
2001;EUR;GEO;FMLE;16.2
2001;EUR;GEO;MLE;11.5
2000;EUR;GEO;BTSX;13.7
2000;EUR;GEO;FMLE;15.9
2000;EUR;GEO;MLE;11.1
1999;EUR;GEO;BTSX;13.4
1999;EUR;GEO;FMLE;15.5
1999;EUR;GEO;MLE;10.8
1998;EUR;GEO;BTSX;13.1
1998;EUR;GEO;FMLE;15.2
1998;EUR;GEO;MLE;10.5
1997;EUR;GEO;BTSX;12.8
1997;EUR;GEO;FMLE;14.9
1997;EUR;GEO;MLE;10.2
1996;EUR;GEO;BTSX;12.5
1996;EUR;GEO;FMLE;14.6
1996;EUR;GEO;MLE;9.9
1995;EUR;GEO;BTSX;12.2
1995;EUR;GEO;FMLE;14.3
1995;EUR;GEO;MLE;9.6
1994;EUR;GEO;BTSX;11.9
1994;EUR;GEO;FMLE;14.0
1994;EUR;GEO;MLE;9.3
1993;EUR;GEO;BTSX;11.6
1993;EUR;GEO;FMLE;13.6
1993;EUR;GEO;MLE;9.0
1992;EUR;GEO;BTSX;11.3
1992;EUR;GEO;FMLE;13.3
1992;EUR;GEO;MLE;8.7
1991;EUR;GEO;BTSX;11.0
1991;EUR;GEO;FMLE;13.0
1991;EUR;GEO;MLE;8.4
1990;EUR;GEO;BTSX;10.7
1990;EUR;GEO;FMLE;12.7
1990;EUR;GEO;MLE;8.1
1989;EUR;GEO;BTSX;10.4
1989;EUR;GEO;FMLE;12.4
1989;EUR;GEO;MLE;7.8
1988;EUR;GEO;BTSX;10.1
1988;EUR;GEO;FMLE;12.0
1988;EUR;GEO;MLE;7.6
1987;EUR;GEO;BTSX;9.8
1987;EUR;GEO;FMLE;11.7
1987;EUR;GEO;MLE;7.3
1986;EUR;GEO;BTSX;9.5
1986;EUR;GEO;FMLE;11.4
1986;EUR;GEO;MLE;7.0
1985;EUR;GEO;BTSX;9.2
1985;EUR;GEO;FMLE;11.0
1985;EUR;GEO;MLE;6.7
1984;EUR;GEO;BTSX;8.9
1984;EUR;GEO;FMLE;10.7
1984;EUR;GEO;MLE;6.4
1983;EUR;GEO;BTSX;8.6
1983;EUR;GEO;FMLE;10.4
1983;EUR;GEO;MLE;6.2
1982;EUR;GEO;BTSX;8.3
1982;EUR;GEO;FMLE;10.1
1982;EUR;GEO;MLE;5.9
1981;EUR;GEO;BTSX;8.0
1981;EUR;GEO;FMLE;9.8
1981;EUR;GEO;MLE;5.7
1980;EUR;GEO;BTSX;7.8
1980;EUR;GEO;FMLE;9.5
1980;EUR;GEO;MLE;5.4
1979;EUR;GEO;BTSX;7.5
1979;EUR;GEO;FMLE;9.2
1979;EUR;GEO;MLE;5.2
1978;EUR;GEO;BTSX;7.2
1978;EUR;GEO;FMLE;8.9
1978;EUR;GEO;MLE;5.0
1977;EUR;GEO;BTSX;7.0
1977;EUR;GEO;FMLE;8.6
1977;EUR;GEO;MLE;4.7
1976;EUR;GEO;BTSX;6.7
1976;EUR;GEO;FMLE;8.3
1976;EUR;GEO;MLE;4.5
1975;EUR;GEO;BTSX;6.5
1975;EUR;GEO;FMLE;8.0
1975;EUR;GEO;MLE;4.3
2016;AFR;GHA;BTSX;10.9
2016;AFR;GHA;FMLE;16.6
2016;AFR;GHA;MLE;4.5
2015;AFR;GHA;BTSX;10.5
2015;AFR;GHA;FMLE;16.1
2015;AFR;GHA;MLE;4.3
2014;AFR;GHA;BTSX;10.1
2014;AFR;GHA;FMLE;15.6
2014;AFR;GHA;MLE;4.1
2013;AFR;GHA;BTSX;9.8
2013;AFR;GHA;FMLE;15.1
2013;AFR;GHA;MLE;3.9
2012;AFR;GHA;BTSX;9.4
2012;AFR;GHA;FMLE;14.6
2012;AFR;GHA;MLE;3.7
2011;AFR;GHA;BTSX;9.1
2011;AFR;GHA;FMLE;14.1
2011;AFR;GHA;MLE;3.5
2010;AFR;GHA;BTSX;8.7
2010;AFR;GHA;FMLE;13.6
2010;AFR;GHA;MLE;3.3
2009;AFR;GHA;BTSX;8.4
2009;AFR;GHA;FMLE;13.1
2009;AFR;GHA;MLE;3.2
2008;AFR;GHA;BTSX;8.0
2008;AFR;GHA;FMLE;12.6
2008;AFR;GHA;MLE;3.0
2007;AFR;GHA;BTSX;7.7
2007;AFR;GHA;FMLE;12.2
2007;AFR;GHA;MLE;2.8
2006;AFR;GHA;BTSX;7.4
2006;AFR;GHA;FMLE;11.7
2006;AFR;GHA;MLE;2.7
2005;AFR;GHA;BTSX;7.0
2005;AFR;GHA;FMLE;11.2
2005;AFR;GHA;MLE;2.5
2004;AFR;GHA;BTSX;6.7
2004;AFR;GHA;FMLE;10.8
2004;AFR;GHA;MLE;2.4
2003;AFR;GHA;BTSX;6.4
2003;AFR;GHA;FMLE;10.3
2003;AFR;GHA;MLE;2.2
2002;AFR;GHA;BTSX;6.1
2002;AFR;GHA;FMLE;9.9
2002;AFR;GHA;MLE;2.1
2001;AFR;GHA;BTSX;5.8
2001;AFR;GHA;FMLE;9.4
2001;AFR;GHA;MLE;2.0
2000;AFR;GHA;BTSX;5.5
2000;AFR;GHA;FMLE;9.0
2000;AFR;GHA;MLE;1.9
1999;AFR;GHA;BTSX;5.2
1999;AFR;GHA;FMLE;8.6
1999;AFR;GHA;MLE;1.7
1998;AFR;GHA;BTSX;4.9
1998;AFR;GHA;FMLE;8.2
1998;AFR;GHA;MLE;1.6
1997;AFR;GHA;BTSX;4.7
1997;AFR;GHA;FMLE;7.8
1997;AFR;GHA;MLE;1.5
1996;AFR;GHA;BTSX;4.4
1996;AFR;GHA;FMLE;7.4
1996;AFR;GHA;MLE;1.4
1995;AFR;GHA;BTSX;4.2
1995;AFR;GHA;FMLE;7.1
1995;AFR;GHA;MLE;1.3
1994;AFR;GHA;BTSX;4.0
1994;AFR;GHA;FMLE;6.7
1994;AFR;GHA;MLE;1.2
1993;AFR;GHA;BTSX;3.8
1993;AFR;GHA;FMLE;6.4
1993;AFR;GHA;MLE;1.2
1992;AFR;GHA;BTSX;3.6
1992;AFR;GHA;FMLE;6.0
1992;AFR;GHA;MLE;1.1
1991;AFR;GHA;BTSX;3.4
1991;AFR;GHA;FMLE;5.7
1991;AFR;GHA;MLE;1.0
1990;AFR;GHA;BTSX;3.2
1990;AFR;GHA;FMLE;5.4
1990;AFR;GHA;MLE;0.9
1989;AFR;GHA;BTSX;3.0
1989;AFR;GHA;FMLE;5.2
1989;AFR;GHA;MLE;0.9
1988;AFR;GHA;BTSX;2.9
1988;AFR;GHA;FMLE;4.9
1988;AFR;GHA;MLE;0.8
1987;AFR;GHA;BTSX;2.7
1987;AFR;GHA;FMLE;4.7
1987;AFR;GHA;MLE;0.8
1986;AFR;GHA;BTSX;2.6
1986;AFR;GHA;FMLE;4.4
1986;AFR;GHA;MLE;0.7
1985;AFR;GHA;BTSX;2.5
1985;AFR;GHA;FMLE;4.2
1985;AFR;GHA;MLE;0.7
1984;AFR;GHA;BTSX;2.3
1984;AFR;GHA;FMLE;4.0
1984;AFR;GHA;MLE;0.6
1983;AFR;GHA;BTSX;2.2
1983;AFR;GHA;FMLE;3.8
1983;AFR;GHA;MLE;0.6
1982;AFR;GHA;BTSX;2.1
1982;AFR;GHA;FMLE;3.7
1982;AFR;GHA;MLE;0.5
1981;AFR;GHA;BTSX;2.0
1981;AFR;GHA;FMLE;3.5
1981;AFR;GHA;MLE;0.5
1980;AFR;GHA;BTSX;1.9
1980;AFR;GHA;FMLE;3.4
1980;AFR;GHA;MLE;0.5
1979;AFR;GHA;BTSX;1.8
1979;AFR;GHA;FMLE;3.2
1979;AFR;GHA;MLE;0.5
1978;AFR;GHA;BTSX;1.8
1978;AFR;GHA;FMLE;3.1
1978;AFR;GHA;MLE;0.4
1977;AFR;GHA;BTSX;1.7
1977;AFR;GHA;FMLE;2.9
1977;AFR;GHA;MLE;0.4
1976;AFR;GHA;BTSX;1.6
1976;AFR;GHA;FMLE;2.8
1976;AFR;GHA;MLE;0.4
1975;AFR;GHA;BTSX;1.5
1975;AFR;GHA;FMLE;2.7
1975;AFR;GHA;MLE;0.4
2016;AFR;GIN;BTSX;7.7
2016;AFR;GIN;FMLE;11.5
2016;AFR;GIN;MLE;3.7
2015;AFR;GIN;BTSX;7.4
2015;AFR;GIN;FMLE;11.0
2015;AFR;GIN;MLE;3.5
2014;AFR;GIN;BTSX;7.0
2014;AFR;GIN;FMLE;10.6
2014;AFR;GIN;MLE;3.3
2013;AFR;GIN;BTSX;6.7
2013;AFR;GIN;FMLE;10.2
2013;AFR;GIN;MLE;3.1
2012;AFR;GIN;BTSX;6.4
2012;AFR;GIN;FMLE;9.8
2012;AFR;GIN;MLE;3.0
2011;AFR;GIN;BTSX;6.2
2011;AFR;GIN;FMLE;9.4
2011;AFR;GIN;MLE;2.8
2010;AFR;GIN;BTSX;5.9
2010;AFR;GIN;FMLE;9.0
2010;AFR;GIN;MLE;2.7
2009;AFR;GIN;BTSX;5.6
2009;AFR;GIN;FMLE;8.6
2009;AFR;GIN;MLE;2.5
2008;AFR;GIN;BTSX;5.4
2008;AFR;GIN;FMLE;8.2
2008;AFR;GIN;MLE;2.4
2007;AFR;GIN;BTSX;5.2
2007;AFR;GIN;FMLE;7.9
2007;AFR;GIN;MLE;2.3
2006;AFR;GIN;BTSX;4.9
2006;AFR;GIN;FMLE;7.5
2006;AFR;GIN;MLE;2.2
2005;AFR;GIN;BTSX;4.7
2005;AFR;GIN;FMLE;7.2
2005;AFR;GIN;MLE;2.0
2004;AFR;GIN;BTSX;4.5
2004;AFR;GIN;FMLE;6.9
2004;AFR;GIN;MLE;1.9
2003;AFR;GIN;BTSX;4.3
2003;AFR;GIN;FMLE;6.6
2003;AFR;GIN;MLE;1.8
2002;AFR;GIN;BTSX;4.1
2002;AFR;GIN;FMLE;6.3
2002;AFR;GIN;MLE;1.7
2001;AFR;GIN;BTSX;3.9
2001;AFR;GIN;FMLE;6.0
2001;AFR;GIN;MLE;1.6
2000;AFR;GIN;BTSX;3.7
2000;AFR;GIN;FMLE;5.7
2000;AFR;GIN;MLE;1.5
1999;AFR;GIN;BTSX;3.5
1999;AFR;GIN;FMLE;5.5
1999;AFR;GIN;MLE;1.5
1998;AFR;GIN;BTSX;3.4
1998;AFR;GIN;FMLE;5.2
1998;AFR;GIN;MLE;1.4
1997;AFR;GIN;BTSX;3.2
1997;AFR;GIN;FMLE;5.0
1997;AFR;GIN;MLE;1.3
1996;AFR;GIN;BTSX;3.1
1996;AFR;GIN;FMLE;4.8
1996;AFR;GIN;MLE;1.2
1995;AFR;GIN;BTSX;2.9
1995;AFR;GIN;FMLE;4.5
1995;AFR;GIN;MLE;1.2
1994;AFR;GIN;BTSX;2.8
1994;AFR;GIN;FMLE;4.3
1994;AFR;GIN;MLE;1.1
1993;AFR;GIN;BTSX;2.6
1993;AFR;GIN;FMLE;4.1
1993;AFR;GIN;MLE;1.0
1992;AFR;GIN;BTSX;2.5
1992;AFR;GIN;FMLE;3.9
1992;AFR;GIN;MLE;1.0
1991;AFR;GIN;BTSX;2.4
1991;AFR;GIN;FMLE;3.8
1991;AFR;GIN;MLE;0.9
1990;AFR;GIN;BTSX;2.3
1990;AFR;GIN;FMLE;3.6
1990;AFR;GIN;MLE;0.9
1989;AFR;GIN;BTSX;2.2
1989;AFR;GIN;FMLE;3.4
1989;AFR;GIN;MLE;0.8
1988;AFR;GIN;BTSX;2.0
1988;AFR;GIN;FMLE;3.2
1988;AFR;GIN;MLE;0.7
1987;AFR;GIN;BTSX;1.9
1987;AFR;GIN;FMLE;3.1
1987;AFR;GIN;MLE;0.7
1986;AFR;GIN;BTSX;1.8
1986;AFR;GIN;FMLE;2.9
1986;AFR;GIN;MLE;0.7
1985;AFR;GIN;BTSX;1.7
1985;AFR;GIN;FMLE;2.7
1985;AFR;GIN;MLE;0.6
1984;AFR;GIN;BTSX;1.6
1984;AFR;GIN;FMLE;2.6
1984;AFR;GIN;MLE;0.6
1983;AFR;GIN;BTSX;1.5
1983;AFR;GIN;FMLE;2.4
1983;AFR;GIN;MLE;0.5
1982;AFR;GIN;BTSX;1.4
1982;AFR;GIN;FMLE;2.3
1982;AFR;GIN;MLE;0.5
1981;AFR;GIN;BTSX;1.3
1981;AFR;GIN;FMLE;2.1
1981;AFR;GIN;MLE;0.4
1980;AFR;GIN;BTSX;1.2
1980;AFR;GIN;FMLE;2.0
1980;AFR;GIN;MLE;0.4
1979;AFR;GIN;BTSX;1.2
1979;AFR;GIN;FMLE;1.9
1979;AFR;GIN;MLE;0.4
1978;AFR;GIN;BTSX;1.1
1978;AFR;GIN;FMLE;1.8
1978;AFR;GIN;MLE;0.4
1977;AFR;GIN;BTSX;1.0
1977;AFR;GIN;FMLE;1.6
1977;AFR;GIN;MLE;0.3
1976;AFR;GIN;BTSX;0.9
1976;AFR;GIN;FMLE;1.5
1976;AFR;GIN;MLE;0.3
1975;AFR;GIN;BTSX;0.9
1975;AFR;GIN;FMLE;1.4
1975;AFR;GIN;MLE;0.3
2016;AFR;GMB;BTSX;10.3
2016;AFR;GMB;FMLE;14.8
2016;AFR;GMB;MLE;5.6
2015;AFR;GMB;BTSX;9.9
2015;AFR;GMB;FMLE;14.3
2015;AFR;GMB;MLE;5.3
2014;AFR;GMB;BTSX;9.5
2014;AFR;GMB;FMLE;13.8
2014;AFR;GMB;MLE;5.1
2013;AFR;GMB;BTSX;9.1
2013;AFR;GMB;FMLE;13.3
2013;AFR;GMB;MLE;4.8
2012;AFR;GMB;BTSX;8.7
2012;AFR;GMB;FMLE;12.9
2012;AFR;GMB;MLE;4.5
2011;AFR;GMB;BTSX;8.4
2011;AFR;GMB;FMLE;12.4
2011;AFR;GMB;MLE;4.3
2010;AFR;GMB;BTSX;8.0
2010;AFR;GMB;FMLE;11.9
2010;AFR;GMB;MLE;4.0
2009;AFR;GMB;BTSX;7.6
2009;AFR;GMB;FMLE;11.4
2009;AFR;GMB;MLE;3.8
2008;AFR;GMB;BTSX;7.3
2008;AFR;GMB;FMLE;11.0
2008;AFR;GMB;MLE;3.6
2007;AFR;GMB;BTSX;6.9
2007;AFR;GMB;FMLE;10.5
2007;AFR;GMB;MLE;3.4
2006;AFR;GMB;BTSX;6.6
2006;AFR;GMB;FMLE;10.1
2006;AFR;GMB;MLE;3.2
2005;AFR;GMB;BTSX;6.3
2005;AFR;GMB;FMLE;9.6
2005;AFR;GMB;MLE;3.0
2004;AFR;GMB;BTSX;5.9
2004;AFR;GMB;FMLE;9.2
2004;AFR;GMB;MLE;2.8
2003;AFR;GMB;BTSX;5.6
2003;AFR;GMB;FMLE;8.8
2003;AFR;GMB;MLE;2.6
2002;AFR;GMB;BTSX;5.3
2002;AFR;GMB;FMLE;8.4
2002;AFR;GMB;MLE;2.4
2001;AFR;GMB;BTSX;5.0
2001;AFR;GMB;FMLE;8.0
2001;AFR;GMB;MLE;2.3
2000;AFR;GMB;BTSX;4.8
2000;AFR;GMB;FMLE;7.6
2000;AFR;GMB;MLE;2.1
1999;AFR;GMB;BTSX;4.5
1999;AFR;GMB;FMLE;7.2
1999;AFR;GMB;MLE;2.0
1998;AFR;GMB;BTSX;4.2
1998;AFR;GMB;FMLE;6.8
1998;AFR;GMB;MLE;1.9
1997;AFR;GMB;BTSX;4.0
1997;AFR;GMB;FMLE;6.5
1997;AFR;GMB;MLE;1.7
1996;AFR;GMB;BTSX;3.8
1996;AFR;GMB;FMLE;6.1
1996;AFR;GMB;MLE;1.6
1995;AFR;GMB;BTSX;3.5
1995;AFR;GMB;FMLE;5.8
1995;AFR;GMB;MLE;1.5
1994;AFR;GMB;BTSX;3.3
1994;AFR;GMB;FMLE;5.5
1994;AFR;GMB;MLE;1.4
1993;AFR;GMB;BTSX;3.1
1993;AFR;GMB;FMLE;5.2
1993;AFR;GMB;MLE;1.3
1992;AFR;GMB;BTSX;2.9
1992;AFR;GMB;FMLE;4.9
1992;AFR;GMB;MLE;1.2
1991;AFR;GMB;BTSX;2.7
1991;AFR;GMB;FMLE;4.6
1991;AFR;GMB;MLE;1.1
1990;AFR;GMB;BTSX;2.6
1990;AFR;GMB;FMLE;4.3
1990;AFR;GMB;MLE;1.0
1989;AFR;GMB;BTSX;2.4
1989;AFR;GMB;FMLE;4.1
1989;AFR;GMB;MLE;0.9
1988;AFR;GMB;BTSX;2.2
1988;AFR;GMB;FMLE;3.8
1988;AFR;GMB;MLE;0.9
1987;AFR;GMB;BTSX;2.1
1987;AFR;GMB;FMLE;3.6
1987;AFR;GMB;MLE;0.8
1986;AFR;GMB;BTSX;2.0
1986;AFR;GMB;FMLE;3.4
1986;AFR;GMB;MLE;0.7
1985;AFR;GMB;BTSX;1.8
1985;AFR;GMB;FMLE;3.2
1985;AFR;GMB;MLE;0.7
1984;AFR;GMB;BTSX;1.7
1984;AFR;GMB;FMLE;3.0
1984;AFR;GMB;MLE;0.6
1983;AFR;GMB;BTSX;1.6
1983;AFR;GMB;FMLE;2.8
1983;AFR;GMB;MLE;0.6
1982;AFR;GMB;BTSX;1.5
1982;AFR;GMB;FMLE;2.6
1982;AFR;GMB;MLE;0.5
1981;AFR;GMB;BTSX;1.4
1981;AFR;GMB;FMLE;2.5
1981;AFR;GMB;MLE;0.5
1980;AFR;GMB;BTSX;1.3
1980;AFR;GMB;FMLE;2.3
1980;AFR;GMB;MLE;0.5
1979;AFR;GMB;BTSX;1.2
1979;AFR;GMB;FMLE;2.2
1979;AFR;GMB;MLE;0.4
1978;AFR;GMB;BTSX;1.2
1978;AFR;GMB;FMLE;2.0
1978;AFR;GMB;MLE;0.4
1977;AFR;GMB;BTSX;1.1
1977;AFR;GMB;FMLE;1.9
1977;AFR;GMB;MLE;0.4
1976;AFR;GMB;BTSX;1.0
1976;AFR;GMB;FMLE;1.8
1976;AFR;GMB;MLE;0.3
1975;AFR;GMB;BTSX;0.9
1975;AFR;GMB;FMLE;1.6
1975;AFR;GMB;MLE;0.3
2016;AFR;GNB;BTSX;9.5
2016;AFR;GNB;FMLE;13.7
2016;AFR;GNB;MLE;5.0
2015;AFR;GNB;BTSX;9.1
2015;AFR;GNB;FMLE;13.1
2015;AFR;GNB;MLE;4.7
2014;AFR;GNB;BTSX;8.7
2014;AFR;GNB;FMLE;12.6
2014;AFR;GNB;MLE;4.5
2013;AFR;GNB;BTSX;8.3
2013;AFR;GNB;FMLE;12.1
2013;AFR;GNB;MLE;4.2
2012;AFR;GNB;BTSX;7.9
2012;AFR;GNB;FMLE;11.7
2012;AFR;GNB;MLE;4.0
2011;AFR;GNB;BTSX;7.6
2011;AFR;GNB;FMLE;11.2
2011;AFR;GNB;MLE;3.7
2010;AFR;GNB;BTSX;7.2
2010;AFR;GNB;FMLE;10.7
2010;AFR;GNB;MLE;3.5
2009;AFR;GNB;BTSX;6.9
2009;AFR;GNB;FMLE;10.3
2009;AFR;GNB;MLE;3.3
2008;AFR;GNB;BTSX;6.6
2008;AFR;GNB;FMLE;9.8
2008;AFR;GNB;MLE;3.1
2007;AFR;GNB;BTSX;6.2
2007;AFR;GNB;FMLE;9.4
2007;AFR;GNB;MLE;2.9
2006;AFR;GNB;BTSX;5.9
2006;AFR;GNB;FMLE;8.9
2006;AFR;GNB;MLE;2.7
2005;AFR;GNB;BTSX;5.6
2005;AFR;GNB;FMLE;8.5
2005;AFR;GNB;MLE;2.6
2004;AFR;GNB;BTSX;5.3
2004;AFR;GNB;FMLE;8.1
2004;AFR;GNB;MLE;2.4
2003;AFR;GNB;BTSX;5.1
2003;AFR;GNB;FMLE;7.7
2003;AFR;GNB;MLE;2.2
2002;AFR;GNB;BTSX;4.8
2002;AFR;GNB;FMLE;7.3
2002;AFR;GNB;MLE;2.1
2001;AFR;GNB;BTSX;4.5
2001;AFR;GNB;FMLE;7.0
2001;AFR;GNB;MLE;2.0
2000;AFR;GNB;BTSX;4.3
2000;AFR;GNB;FMLE;6.6
2000;AFR;GNB;MLE;1.8
1999;AFR;GNB;BTSX;4.1
1999;AFR;GNB;FMLE;6.3
1999;AFR;GNB;MLE;1.7
1998;AFR;GNB;BTSX;3.8
1998;AFR;GNB;FMLE;5.9
1998;AFR;GNB;MLE;1.6
1997;AFR;GNB;BTSX;3.6
1997;AFR;GNB;FMLE;5.6
1997;AFR;GNB;MLE;1.5
1996;AFR;GNB;BTSX;3.4
1996;AFR;GNB;FMLE;5.3
1996;AFR;GNB;MLE;1.4
1995;AFR;GNB;BTSX;3.2
1995;AFR;GNB;FMLE;5.0
1995;AFR;GNB;MLE;1.3
1994;AFR;GNB;BTSX;3.0
1994;AFR;GNB;FMLE;4.7
1994;AFR;GNB;MLE;1.2
1993;AFR;GNB;BTSX;2.8
1993;AFR;GNB;FMLE;4.4
1993;AFR;GNB;MLE;1.1
1992;AFR;GNB;BTSX;2.6
1992;AFR;GNB;FMLE;4.1
1992;AFR;GNB;MLE;1.0
1991;AFR;GNB;BTSX;2.5
1991;AFR;GNB;FMLE;3.9
1991;AFR;GNB;MLE;0.9
1990;AFR;GNB;BTSX;2.3
1990;AFR;GNB;FMLE;3.6
1990;AFR;GNB;MLE;0.8
1989;AFR;GNB;BTSX;2.1
1989;AFR;GNB;FMLE;3.4
1989;AFR;GNB;MLE;0.8
1988;AFR;GNB;BTSX;2.0
1988;AFR;GNB;FMLE;3.2
1988;AFR;GNB;MLE;0.7
1987;AFR;GNB;BTSX;1.8
1987;AFR;GNB;FMLE;2.9
1987;AFR;GNB;MLE;0.6
1986;AFR;GNB;BTSX;1.7
1986;AFR;GNB;FMLE;2.7
1986;AFR;GNB;MLE;0.6
1985;AFR;GNB;BTSX;1.6
1985;AFR;GNB;FMLE;2.6
1985;AFR;GNB;MLE;0.5
1984;AFR;GNB;BTSX;1.5
1984;AFR;GNB;FMLE;2.4
1984;AFR;GNB;MLE;0.5
1983;AFR;GNB;BTSX;1.4
1983;AFR;GNB;FMLE;2.3
1983;AFR;GNB;MLE;0.5
1982;AFR;GNB;BTSX;1.3
1982;AFR;GNB;FMLE;2.1
1982;AFR;GNB;MLE;0.4
1981;AFR;GNB;BTSX;1.2
1981;AFR;GNB;FMLE;2.0
1981;AFR;GNB;MLE;0.4
1980;AFR;GNB;BTSX;1.2
1980;AFR;GNB;FMLE;1.9
1980;AFR;GNB;MLE;0.4
1979;AFR;GNB;BTSX;1.1
1979;AFR;GNB;FMLE;1.8
1979;AFR;GNB;MLE;0.4
1978;AFR;GNB;BTSX;1.0
1978;AFR;GNB;FMLE;1.7
1978;AFR;GNB;MLE;0.3
1977;AFR;GNB;BTSX;1.0
1977;AFR;GNB;FMLE;1.6
1977;AFR;GNB;MLE;0.3
1976;AFR;GNB;BTSX;0.9
1976;AFR;GNB;FMLE;1.5
1976;AFR;GNB;MLE;0.3
1975;AFR;GNB;BTSX;0.9
1975;AFR;GNB;FMLE;1.5
1975;AFR;GNB;MLE;0.3
2016;AFR;GNQ;BTSX;8.0
2016;AFR;GNQ;FMLE;12.6
2016;AFR;GNQ;MLE;3.8
2015;AFR;GNQ;BTSX;7.7
2015;AFR;GNQ;FMLE;12.2
2015;AFR;GNQ;MLE;3.6
2014;AFR;GNQ;BTSX;7.4
2014;AFR;GNQ;FMLE;11.7
2014;AFR;GNQ;MLE;3.4
2013;AFR;GNQ;BTSX;7.1
2013;AFR;GNQ;FMLE;11.3
2013;AFR;GNQ;MLE;3.3
2012;AFR;GNQ;BTSX;6.8
2012;AFR;GNQ;FMLE;10.9
2012;AFR;GNQ;MLE;3.1
2011;AFR;GNQ;BTSX;6.5
2011;AFR;GNQ;FMLE;10.5
2011;AFR;GNQ;MLE;3.0
2010;AFR;GNQ;BTSX;6.3
2010;AFR;GNQ;FMLE;10.2
2010;AFR;GNQ;MLE;2.8
2009;AFR;GNQ;BTSX;6.0
2009;AFR;GNQ;FMLE;9.8
2009;AFR;GNQ;MLE;2.7
2008;AFR;GNQ;BTSX;5.8
