rok;region;kraj;plec;nadwaga
1982;EUR;SVK;MLE;8.1
1981;EUR;SVK;BTSX;10.0
1981;EUR;SVK;FMLE;11.9
1981;EUR;SVK;MLE;7.7
1980;EUR;SVK;BTSX;9.6
1980;EUR;SVK;FMLE;11.6
1980;EUR;SVK;MLE;7.4
1979;EUR;SVK;BTSX;9.3
1979;EUR;SVK;FMLE;11.2
1979;EUR;SVK;MLE;7.0
1978;EUR;SVK;BTSX;8.9
1978;EUR;SVK;FMLE;10.9
1978;EUR;SVK;MLE;6.7
1977;EUR;SVK;BTSX;8.6
1977;EUR;SVK;FMLE;10.5
1977;EUR;SVK;MLE;6.4
1976;EUR;SVK;BTSX;8.2
1976;EUR;SVK;FMLE;10.2
1976;EUR;SVK;MLE;6.0
1975;EUR;SVK;BTSX;7.9
1975;EUR;SVK;FMLE;9.9
1975;EUR;SVK;MLE;5.7
2016;EUR;SVN;BTSX;20.2
2016;EUR;SVN;FMLE;21.0
2016;EUR;SVN;MLE;19.4
2015;EUR;SVN;BTSX;19.8
2015;EUR;SVN;FMLE;20.7
2015;EUR;SVN;MLE;18.9
2014;EUR;SVN;BTSX;19.5
2014;EUR;SVN;FMLE;20.4
2014;EUR;SVN;MLE;18.5
2013;EUR;SVN;BTSX;19.1
2013;EUR;SVN;FMLE;20.1
2013;EUR;SVN;MLE;18.1
2012;EUR;SVN;BTSX;18.8
2012;EUR;SVN;FMLE;19.9
2012;EUR;SVN;MLE;17.6
2011;EUR;SVN;BTSX;18.4
2011;EUR;SVN;FMLE;19.6
2011;EUR;SVN;MLE;17.2
2010;EUR;SVN;BTSX;18.1
2010;EUR;SVN;FMLE;19.3
2010;EUR;SVN;MLE;16.8
2009;EUR;SVN;BTSX;17.8
2009;EUR;SVN;FMLE;19.1
2009;EUR;SVN;MLE;16.4
2008;EUR;SVN;BTSX;17.5
2008;EUR;SVN;FMLE;18.8
2008;EUR;SVN;MLE;16.0
2007;EUR;SVN;BTSX;17.2
2007;EUR;SVN;FMLE;18.6
2007;EUR;SVN;MLE;15.6
2006;EUR;SVN;BTSX;16.8
2006;EUR;SVN;FMLE;18.3
2006;EUR;SVN;MLE;15.2
2005;EUR;SVN;BTSX;16.5
2005;EUR;SVN;FMLE;18.1
2005;EUR;SVN;MLE;14.8
2004;EUR;SVN;BTSX;16.2
2004;EUR;SVN;FMLE;17.9
2004;EUR;SVN;MLE;14.5
2003;EUR;SVN;BTSX;15.9
2003;EUR;SVN;FMLE;17.6
2003;EUR;SVN;MLE;14.1
2002;EUR;SVN;BTSX;15.7
2002;EUR;SVN;FMLE;17.4
2002;EUR;SVN;MLE;13.7
2001;EUR;SVN;BTSX;15.4
2001;EUR;SVN;FMLE;17.2
2001;EUR;SVN;MLE;13.4
2000;EUR;SVN;BTSX;15.1
2000;EUR;SVN;FMLE;16.9
2000;EUR;SVN;MLE;13.0
1999;EUR;SVN;BTSX;14.8
1999;EUR;SVN;FMLE;16.7
1999;EUR;SVN;MLE;12.6
1998;EUR;SVN;BTSX;14.5
1998;EUR;SVN;FMLE;16.5
1998;EUR;SVN;MLE;12.3
1997;EUR;SVN;BTSX;14.3
1997;EUR;SVN;FMLE;16.3
1997;EUR;SVN;MLE;12.0
1996;EUR;SVN;BTSX;14.0
1996;EUR;SVN;FMLE;16.1
1996;EUR;SVN;MLE;11.6
1995;EUR;SVN;BTSX;13.7
1995;EUR;SVN;FMLE;15.9
1995;EUR;SVN;MLE;11.3
1994;EUR;SVN;BTSX;13.5
1994;EUR;SVN;FMLE;15.7
1994;EUR;SVN;MLE;11.0
1993;EUR;SVN;BTSX;13.2
1993;EUR;SVN;FMLE;15.5
1993;EUR;SVN;MLE;10.7
1992;EUR;SVN;BTSX;13.0
1992;EUR;SVN;FMLE;15.3
1992;EUR;SVN;MLE;10.3
1991;EUR;SVN;BTSX;12.7
1991;EUR;SVN;FMLE;15.1
1991;EUR;SVN;MLE;10.0
1990;EUR;SVN;BTSX;12.5
1990;EUR;SVN;FMLE;14.9
1990;EUR;SVN;MLE;9.7
1989;EUR;SVN;BTSX;12.2
1989;EUR;SVN;FMLE;14.6
1989;EUR;SVN;MLE;9.4
1988;EUR;SVN;BTSX;12.0
1988;EUR;SVN;FMLE;14.4
1988;EUR;SVN;MLE;9.1
1987;EUR;SVN;BTSX;11.7
1987;EUR;SVN;FMLE;14.2
1987;EUR;SVN;MLE;8.8
1986;EUR;SVN;BTSX;11.4
1986;EUR;SVN;FMLE;13.9
1986;EUR;SVN;MLE;8.5
1985;EUR;SVN;BTSX;11.2
1985;EUR;SVN;FMLE;13.7
1985;EUR;SVN;MLE;8.2
1984;EUR;SVN;BTSX;10.9
1984;EUR;SVN;FMLE;13.4
1984;EUR;SVN;MLE;7.9
1983;EUR;SVN;BTSX;10.6
1983;EUR;SVN;FMLE;13.1
1983;EUR;SVN;MLE;7.6
1982;EUR;SVN;BTSX;10.2
1982;EUR;SVN;FMLE;12.7
1982;EUR;SVN;MLE;7.2
1981;EUR;SVN;BTSX;9.9
1981;EUR;SVN;FMLE;12.4
1981;EUR;SVN;MLE;6.9
1980;EUR;SVN;BTSX;9.5
1980;EUR;SVN;FMLE;12.0
1980;EUR;SVN;MLE;6.5
1979;EUR;SVN;BTSX;9.2
1979;EUR;SVN;FMLE;11.6
1979;EUR;SVN;MLE;6.2
1978;EUR;SVN;BTSX;8.8
1978;EUR;SVN;FMLE;11.2
1978;EUR;SVN;MLE;5.9
1977;EUR;SVN;BTSX;8.5
1977;EUR;SVN;FMLE;10.9
1977;EUR;SVN;MLE;5.6
1976;EUR;SVN;BTSX;8.1
1976;EUR;SVN;FMLE;10.5
1976;EUR;SVN;MLE;5.3
1975;EUR;SVN;BTSX;7.8
1975;EUR;SVN;FMLE;10.1
1975;EUR;SVN;MLE;5.0
2016;EUR;SWE;BTSX;20.6
2016;EUR;SWE;FMLE;18.1
2016;EUR;SWE;MLE;23.1
2015;EUR;SWE;BTSX;20.2
2015;EUR;SWE;FMLE;17.8
2015;EUR;SWE;MLE;22.5
2014;EUR;SWE;BTSX;19.8
2014;EUR;SWE;FMLE;17.5
2014;EUR;SWE;MLE;22.0
2013;EUR;SWE;BTSX;19.4
2013;EUR;SWE;FMLE;17.2
2013;EUR;SWE;MLE;21.4
2012;EUR;SWE;BTSX;19.0
2012;EUR;SWE;FMLE;16.9
2012;EUR;SWE;MLE;20.9
2011;EUR;SWE;BTSX;18.6
2011;EUR;SWE;FMLE;16.7
2011;EUR;SWE;MLE;20.4
2010;EUR;SWE;BTSX;18.2
2010;EUR;SWE;FMLE;16.4
2010;EUR;SWE;MLE;19.9
2009;EUR;SWE;BTSX;17.8
2009;EUR;SWE;FMLE;16.2
2009;EUR;SWE;MLE;19.4
2008;EUR;SWE;BTSX;17.4
2008;EUR;SWE;FMLE;15.9
2008;EUR;SWE;MLE;18.9
2007;EUR;SWE;BTSX;17.1
2007;EUR;SWE;FMLE;15.6
2007;EUR;SWE;MLE;18.4
2006;EUR;SWE;BTSX;16.7
2006;EUR;SWE;FMLE;15.4
2006;EUR;SWE;MLE;17.9
2005;EUR;SWE;BTSX;16.3
2005;EUR;SWE;FMLE;15.1
2005;EUR;SWE;MLE;17.5
2004;EUR;SWE;BTSX;16.0
2004;EUR;SWE;FMLE;14.9
2004;EUR;SWE;MLE;17.0
2003;EUR;SWE;BTSX;15.6
2003;EUR;SWE;FMLE;14.6
2003;EUR;SWE;MLE;16.5
2002;EUR;SWE;BTSX;15.3
2002;EUR;SWE;FMLE;14.4
2002;EUR;SWE;MLE;16.1
2001;EUR;SWE;BTSX;14.9
2001;EUR;SWE;FMLE;14.1
2001;EUR;SWE;MLE;15.6
2000;EUR;SWE;BTSX;14.6
2000;EUR;SWE;FMLE;13.9
2000;EUR;SWE;MLE;15.2
1999;EUR;SWE;BTSX;14.2
1999;EUR;SWE;FMLE;13.6
1999;EUR;SWE;MLE;14.8
1998;EUR;SWE;BTSX;13.9
1998;EUR;SWE;FMLE;13.3
1998;EUR;SWE;MLE;14.3
1997;EUR;SWE;BTSX;13.5
1997;EUR;SWE;FMLE;13.1
1997;EUR;SWE;MLE;13.9
1996;EUR;SWE;BTSX;13.2
1996;EUR;SWE;FMLE;12.8
1996;EUR;SWE;MLE;13.5
1995;EUR;SWE;BTSX;12.9
1995;EUR;SWE;FMLE;12.6
1995;EUR;SWE;MLE;13.0
1994;EUR;SWE;BTSX;12.5
1994;EUR;SWE;FMLE;12.3
1994;EUR;SWE;MLE;12.6
1993;EUR;SWE;BTSX;12.2
1993;EUR;SWE;FMLE;12.1
1993;EUR;SWE;MLE;12.2
1992;EUR;SWE;BTSX;11.9
1992;EUR;SWE;FMLE;11.9
1992;EUR;SWE;MLE;11.9
1991;EUR;SWE;BTSX;11.6
1991;EUR;SWE;FMLE;11.6
1991;EUR;SWE;MLE;11.5
1990;EUR;SWE;BTSX;11.3
1990;EUR;SWE;FMLE;11.4
1990;EUR;SWE;MLE;11.2
1989;EUR;SWE;BTSX;11.1
1989;EUR;SWE;FMLE;11.2
1989;EUR;SWE;MLE;10.8
1988;EUR;SWE;BTSX;10.8
1988;EUR;SWE;FMLE;11.0
1988;EUR;SWE;MLE;10.5
1987;EUR;SWE;BTSX;10.6
1987;EUR;SWE;FMLE;10.8
1987;EUR;SWE;MLE;10.2
1986;EUR;SWE;BTSX;10.3
1986;EUR;SWE;FMLE;10.7
1986;EUR;SWE;MLE;9.9
1985;EUR;SWE;BTSX;10.1
1985;EUR;SWE;FMLE;10.5
1985;EUR;SWE;MLE;9.6
1984;EUR;SWE;BTSX;9.9
1984;EUR;SWE;FMLE;10.3
1984;EUR;SWE;MLE;9.3
1983;EUR;SWE;BTSX;9.7
1983;EUR;SWE;FMLE;10.2
1983;EUR;SWE;MLE;9.1
1982;EUR;SWE;BTSX;9.4
1982;EUR;SWE;FMLE;10.0
1982;EUR;SWE;MLE;8.8
1981;EUR;SWE;BTSX;9.2
1981;EUR;SWE;FMLE;9.8
1981;EUR;SWE;MLE;8.5
1980;EUR;SWE;BTSX;9.0
1980;EUR;SWE;FMLE;9.7
1980;EUR;SWE;MLE;8.3
1979;EUR;SWE;BTSX;8.8
1979;EUR;SWE;FMLE;9.5
1979;EUR;SWE;MLE;8.0
1978;EUR;SWE;BTSX;8.6
1978;EUR;SWE;FMLE;9.3
1978;EUR;SWE;MLE;7.8
1977;EUR;SWE;BTSX;8.4
1977;EUR;SWE;FMLE;9.2
1977;EUR;SWE;MLE;7.5
1976;EUR;SWE;BTSX;8.2
1976;EUR;SWE;FMLE;9.0
1976;EUR;SWE;MLE;7.2
1975;EUR;SWE;BTSX;7.9
1975;EUR;SWE;FMLE;8.8
1975;EUR;SWE;MLE;7.0
2016;AFR;SWZ;BTSX;16.5
2016;AFR;SWZ;FMLE;26.2
2016;AFR;SWZ;MLE;5.4
2015;AFR;SWZ;BTSX;16.1
2015;AFR;SWZ;FMLE;25.6
2015;AFR;SWZ;MLE;5.1
2014;AFR;SWZ;BTSX;15.7
2014;AFR;SWZ;FMLE;25.0
2014;AFR;SWZ;MLE;4.9
2013;AFR;SWZ;BTSX;15.3
2013;AFR;SWZ;FMLE;24.4
2013;AFR;SWZ;MLE;4.7
2012;AFR;SWZ;BTSX;14.9
2012;AFR;SWZ;FMLE;23.8
2012;AFR;SWZ;MLE;4.5
2011;AFR;SWZ;BTSX;14.5
2011;AFR;SWZ;FMLE;23.2
2011;AFR;SWZ;MLE;4.3
2010;AFR;SWZ;BTSX;14.1
2010;AFR;SWZ;FMLE;22.7
2010;AFR;SWZ;MLE;4.1
2009;AFR;SWZ;BTSX;13.8
2009;AFR;SWZ;FMLE;22.1
2009;AFR;SWZ;MLE;3.9
2008;AFR;SWZ;BTSX;13.4
2008;AFR;SWZ;FMLE;21.6
2008;AFR;SWZ;MLE;3.7
2007;AFR;SWZ;BTSX;13.1
2007;AFR;SWZ;FMLE;21.1
2007;AFR;SWZ;MLE;3.5
2006;AFR;SWZ;BTSX;12.7
2006;AFR;SWZ;FMLE;20.6
2006;AFR;SWZ;MLE;3.4
2005;AFR;SWZ;BTSX;12.4
2005;AFR;SWZ;FMLE;20.1
2005;AFR;SWZ;MLE;3.2
2004;AFR;SWZ;BTSX;12.0
2004;AFR;SWZ;FMLE;19.6
2004;AFR;SWZ;MLE;3.1
2003;AFR;SWZ;BTSX;11.7
2003;AFR;SWZ;FMLE;19.1
2003;AFR;SWZ;MLE;3.0
2002;AFR;SWZ;BTSX;11.4
2002;AFR;SWZ;FMLE;18.6
2002;AFR;SWZ;MLE;2.8
2001;AFR;SWZ;BTSX;11.1
2001;AFR;SWZ;FMLE;18.1
2001;AFR;SWZ;MLE;2.7
2000;AFR;SWZ;BTSX;10.7
2000;AFR;SWZ;FMLE;17.6
2000;AFR;SWZ;MLE;2.6
1999;AFR;SWZ;BTSX;10.4
1999;AFR;SWZ;FMLE;17.1
1999;AFR;SWZ;MLE;2.5
1998;AFR;SWZ;BTSX;10.1
1998;AFR;SWZ;FMLE;16.7
1998;AFR;SWZ;MLE;2.3
1997;AFR;SWZ;BTSX;9.8
1997;AFR;SWZ;FMLE;16.2
1997;AFR;SWZ;MLE;2.2
1996;AFR;SWZ;BTSX;9.5
1996;AFR;SWZ;FMLE;15.8
1996;AFR;SWZ;MLE;2.1
1995;AFR;SWZ;BTSX;9.2
1995;AFR;SWZ;FMLE;15.3
1995;AFR;SWZ;MLE;2.0
1994;AFR;SWZ;BTSX;9.0
1994;AFR;SWZ;FMLE;14.9
1994;AFR;SWZ;MLE;1.9
1993;AFR;SWZ;BTSX;8.7
1993;AFR;SWZ;FMLE;14.4
1993;AFR;SWZ;MLE;1.8
1992;AFR;SWZ;BTSX;8.5
1992;AFR;SWZ;FMLE;14.0
1992;AFR;SWZ;MLE;1.7
1991;AFR;SWZ;BTSX;8.3
1991;AFR;SWZ;FMLE;13.5
1991;AFR;SWZ;MLE;1.6
1990;AFR;SWZ;BTSX;8.0
1990;AFR;SWZ;FMLE;13.1
1990;AFR;SWZ;MLE;1.5
1989;AFR;SWZ;BTSX;7.7
1989;AFR;SWZ;FMLE;12.6
1989;AFR;SWZ;MLE;1.4
1988;AFR;SWZ;BTSX;7.4
1988;AFR;SWZ;FMLE;12.1
1988;AFR;SWZ;MLE;1.3
1987;AFR;SWZ;BTSX;7.1
1987;AFR;SWZ;FMLE;11.6
1987;AFR;SWZ;MLE;1.3
1986;AFR;SWZ;BTSX;6.7
1986;AFR;SWZ;FMLE;11.1
1986;AFR;SWZ;MLE;1.2
1985;AFR;SWZ;BTSX;6.4
1985;AFR;SWZ;FMLE;10.6
1985;AFR;SWZ;MLE;1.1
1984;AFR;SWZ;BTSX;6.1
1984;AFR;SWZ;FMLE;10.1
1984;AFR;SWZ;MLE;1.0
1983;AFR;SWZ;BTSX;5.8
1983;AFR;SWZ;FMLE;9.6
1983;AFR;SWZ;MLE;0.9
1982;AFR;SWZ;BTSX;5.5
1982;AFR;SWZ;FMLE;9.1
1982;AFR;SWZ;MLE;0.9
1981;AFR;SWZ;BTSX;5.2
1981;AFR;SWZ;FMLE;8.6
1981;AFR;SWZ;MLE;0.8
1980;AFR;SWZ;BTSX;4.9
1980;AFR;SWZ;FMLE;8.2
1980;AFR;SWZ;MLE;0.7
1979;AFR;SWZ;BTSX;4.6
1979;AFR;SWZ;FMLE;7.8
1979;AFR;SWZ;MLE;0.7
1978;AFR;SWZ;BTSX;4.4
1978;AFR;SWZ;FMLE;7.4
1978;AFR;SWZ;MLE;0.6
1977;AFR;SWZ;BTSX;4.1
1977;AFR;SWZ;FMLE;7.0
1977;AFR;SWZ;MLE;0.6
1976;AFR;SWZ;BTSX;3.9
1976;AFR;SWZ;FMLE;6.6
1976;AFR;SWZ;MLE;0.6
1975;AFR;SWZ;BTSX;3.6
1975;AFR;SWZ;FMLE;6.2
1975;AFR;SWZ;MLE;0.5
2016;AFR;SYC;BTSX;14.0
2016;AFR;SYC;FMLE;20.5
2016;AFR;SYC;MLE;7.6
2015;AFR;SYC;BTSX;13.5
2015;AFR;SYC;FMLE;20.0
2015;AFR;SYC;MLE;7.3
2014;AFR;SYC;BTSX;13.2
2014;AFR;SYC;FMLE;19.4
2014;AFR;SYC;MLE;7.0
2013;AFR;SYC;BTSX;12.8
2013;AFR;SYC;FMLE;18.9
2013;AFR;SYC;MLE;6.7
2012;AFR;SYC;BTSX;12.4
2012;AFR;SYC;FMLE;18.4
2012;AFR;SYC;MLE;6.4
2011;AFR;SYC;BTSX;12.0
2011;AFR;SYC;FMLE;17.9
2011;AFR;SYC;MLE;6.2
2010;AFR;SYC;BTSX;11.7
2010;AFR;SYC;FMLE;17.4
2010;AFR;SYC;MLE;5.9
2009;AFR;SYC;BTSX;11.4
2009;AFR;SYC;FMLE;16.9
2009;AFR;SYC;MLE;5.7
2008;AFR;SYC;BTSX;11.0
2008;AFR;SYC;FMLE;16.5
2008;AFR;SYC;MLE;5.5
2007;AFR;SYC;BTSX;10.7
2007;AFR;SYC;FMLE;16.0
2007;AFR;SYC;MLE;5.3
2006;AFR;SYC;BTSX;10.4
2006;AFR;SYC;FMLE;15.5
2006;AFR;SYC;MLE;5.1
2005;AFR;SYC;BTSX;10.0
2005;AFR;SYC;FMLE;15.1
2005;AFR;SYC;MLE;4.9
2004;AFR;SYC;BTSX;9.8
2004;AFR;SYC;FMLE;14.7
2004;AFR;SYC;MLE;4.7
2003;AFR;SYC;BTSX;9.5
2003;AFR;SYC;FMLE;14.2
2003;AFR;SYC;MLE;4.5
2002;AFR;SYC;BTSX;9.2
2002;AFR;SYC;FMLE;13.8
2002;AFR;SYC;MLE;4.3
2001;AFR;SYC;BTSX;8.9
2001;AFR;SYC;FMLE;13.4
2001;AFR;SYC;MLE;4.1
2000;AFR;SYC;BTSX;8.6
2000;AFR;SYC;FMLE;13.0
2000;AFR;SYC;MLE;4.0
1999;AFR;SYC;BTSX;8.4
1999;AFR;SYC;FMLE;12.7
1999;AFR;SYC;MLE;3.8
1998;AFR;SYC;BTSX;8.1
1998;AFR;SYC;FMLE;12.3
1998;AFR;SYC;MLE;3.7
1997;AFR;SYC;BTSX;7.9
1997;AFR;SYC;FMLE;12.0
1997;AFR;SYC;MLE;3.5
1996;AFR;SYC;BTSX;7.6
1996;AFR;SYC;FMLE;11.6
1996;AFR;SYC;MLE;3.4
1995;AFR;SYC;BTSX;7.4
1995;AFR;SYC;FMLE;11.3
1995;AFR;SYC;MLE;3.3
1994;AFR;SYC;BTSX;7.2
1994;AFR;SYC;FMLE;11.0
1994;AFR;SYC;MLE;3.1
1993;AFR;SYC;BTSX;7.0
1993;AFR;SYC;FMLE;10.7
1993;AFR;SYC;MLE;3.0
1992;AFR;SYC;BTSX;6.7
1992;AFR;SYC;FMLE;10.4
1992;AFR;SYC;MLE;2.9
1991;AFR;SYC;BTSX;6.5
1991;AFR;SYC;FMLE;10.1
1991;AFR;SYC;MLE;2.8
1990;AFR;SYC;BTSX;6.3
1990;AFR;SYC;FMLE;9.8
1990;AFR;SYC;MLE;2.7
1989;AFR;SYC;BTSX;6.2
1989;AFR;SYC;FMLE;9.6
1989;AFR;SYC;MLE;2.5
1988;AFR;SYC;BTSX;6.0
1988;AFR;SYC;FMLE;9.3
1988;AFR;SYC;MLE;2.4
1987;AFR;SYC;BTSX;5.8
1987;AFR;SYC;FMLE;9.0
1987;AFR;SYC;MLE;2.3
1986;AFR;SYC;BTSX;5.6
1986;AFR;SYC;FMLE;8.8
1986;AFR;SYC;MLE;2.2
1985;AFR;SYC;BTSX;5.4
1985;AFR;SYC;FMLE;8.5
1985;AFR;SYC;MLE;2.1
1984;AFR;SYC;BTSX;5.2
1984;AFR;SYC;FMLE;8.2
1984;AFR;SYC;MLE;2.1
1983;AFR;SYC;BTSX;5.0
1983;AFR;SYC;FMLE;8.0
1983;AFR;SYC;MLE;2.0
1982;AFR;SYC;BTSX;4.9
1982;AFR;SYC;FMLE;7.7
1982;AFR;SYC;MLE;1.9
1981;AFR;SYC;BTSX;4.7
1981;AFR;SYC;FMLE;7.4
1981;AFR;SYC;MLE;1.8
1980;AFR;SYC;BTSX;4.4
1980;AFR;SYC;FMLE;7.1
1980;AFR;SYC;MLE;1.7
1979;AFR;SYC;BTSX;4.2
1979;AFR;SYC;FMLE;6.7
1979;AFR;SYC;MLE;1.5
1978;AFR;SYC;BTSX;4.0
1978;AFR;SYC;FMLE;6.4
1978;AFR;SYC;MLE;1.4
1977;AFR;SYC;BTSX;3.8
1977;AFR;SYC;FMLE;6.0
1977;AFR;SYC;MLE;1.3
1976;AFR;SYC;BTSX;3.5
1976;AFR;SYC;FMLE;5.7
1976;AFR;SYC;MLE;1.2
1975;AFR;SYC;BTSX;3.3
1975;AFR;SYC;FMLE;5.3
1975;AFR;SYC;MLE;1.1
2016;EMR;SYR;BTSX;27.8
2016;EMR;SYR;FMLE;34.8
2016;EMR;SYR;MLE;20.9
2015;EMR;SYR;BTSX;27.1
2015;EMR;SYR;FMLE;34.1
2015;EMR;SYR;MLE;20.2
2014;EMR;SYR;BTSX;26.4
2014;EMR;SYR;FMLE;33.4
2014;EMR;SYR;MLE;19.5
2013;EMR;SYR;BTSX;25.8
2013;EMR;SYR;FMLE;32.8
2013;EMR;SYR;MLE;18.8
2012;EMR;SYR;BTSX;25.1
2012;EMR;SYR;FMLE;32.1
2012;EMR;SYR;MLE;18.1
2011;EMR;SYR;BTSX;24.4
2011;EMR;SYR;FMLE;31.5
2011;EMR;SYR;MLE;17.5
2010;EMR;SYR;BTSX;23.8
2010;EMR;SYR;FMLE;30.8
2010;EMR;SYR;MLE;16.9
2009;EMR;SYR;BTSX;23.1
2009;EMR;SYR;FMLE;30.2
2009;EMR;SYR;MLE;16.3
2008;EMR;SYR;BTSX;22.5
2008;EMR;SYR;FMLE;29.6
2008;EMR;SYR;MLE;15.7
2007;EMR;SYR;BTSX;21.9
2007;EMR;SYR;FMLE;28.9
2007;EMR;SYR;MLE;15.1
2006;EMR;SYR;BTSX;21.3
2006;EMR;SYR;FMLE;28.3
2006;EMR;SYR;MLE;14.6
2005;EMR;SYR;BTSX;20.7
2005;EMR;SYR;FMLE;27.7
2005;EMR;SYR;MLE;14.1
2004;EMR;SYR;BTSX;20.2
2004;EMR;SYR;FMLE;27.1
2004;EMR;SYR;MLE;13.6
2003;EMR;SYR;BTSX;19.7
2003;EMR;SYR;FMLE;26.5
2003;EMR;SYR;MLE;13.1
2002;EMR;SYR;BTSX;19.2
2002;EMR;SYR;FMLE;25.9
2002;EMR;SYR;MLE;12.6
2001;EMR;SYR;BTSX;18.7
2001;EMR;SYR;FMLE;25.4
2001;EMR;SYR;MLE;12.1
2000;EMR;SYR;BTSX;18.2
2000;EMR;SYR;FMLE;24.8
2000;EMR;SYR;MLE;11.7
1999;EMR;SYR;BTSX;17.7
1999;EMR;SYR;FMLE;24.2
1999;EMR;SYR;MLE;11.2
1998;EMR;SYR;BTSX;17.2
1998;EMR;SYR;FMLE;23.7
1998;EMR;SYR;MLE;10.8
1997;EMR;SYR;BTSX;16.7
1997;EMR;SYR;FMLE;23.1
1997;EMR;SYR;MLE;10.4
1996;EMR;SYR;BTSX;16.3
1996;EMR;SYR;FMLE;22.6
1996;EMR;SYR;MLE;10.0
1995;EMR;SYR;BTSX;15.8
1995;EMR;SYR;FMLE;22.1
1995;EMR;SYR;MLE;9.6
1994;EMR;SYR;BTSX;15.4
1994;EMR;SYR;FMLE;21.6
1994;EMR;SYR;MLE;9.3
1993;EMR;SYR;BTSX;14.9
1993;EMR;SYR;FMLE;21.1
1993;EMR;SYR;MLE;8.9
1992;EMR;SYR;BTSX;14.5
1992;EMR;SYR;FMLE;20.6
1992;EMR;SYR;MLE;8.6
1991;EMR;SYR;BTSX;14.1
1991;EMR;SYR;FMLE;20.1
1991;EMR;SYR;MLE;8.2
1990;EMR;SYR;BTSX;13.7
1990;EMR;SYR;FMLE;19.6
1990;EMR;SYR;MLE;7.9
1989;EMR;SYR;BTSX;13.3
1989;EMR;SYR;FMLE;19.2
1989;EMR;SYR;MLE;7.6
1988;EMR;SYR;BTSX;12.9
1988;EMR;SYR;FMLE;18.7
1988;EMR;SYR;MLE;7.3
1987;EMR;SYR;BTSX;12.6
1987;EMR;SYR;FMLE;18.2
1987;EMR;SYR;MLE;7.0
1986;EMR;SYR;BTSX;12.2
1986;EMR;SYR;FMLE;17.8
1986;EMR;SYR;MLE;6.7
1985;EMR;SYR;BTSX;11.8
1985;EMR;SYR;FMLE;17.3
1985;EMR;SYR;MLE;6.5
1984;EMR;SYR;BTSX;11.5
1984;EMR;SYR;FMLE;16.9
1984;EMR;SYR;MLE;6.2
1983;EMR;SYR;BTSX;11.1
1983;EMR;SYR;FMLE;16.4
1983;EMR;SYR;MLE;5.9
1982;EMR;SYR;BTSX;10.8
1982;EMR;SYR;FMLE;16.0
1982;EMR;SYR;MLE;5.7
1981;EMR;SYR;BTSX;10.4
1981;EMR;SYR;FMLE;15.6
1981;EMR;SYR;MLE;5.4
1980;EMR;SYR;BTSX;10.1
1980;EMR;SYR;FMLE;15.1
1980;EMR;SYR;MLE;5.2
1979;EMR;SYR;BTSX;9.7
1979;EMR;SYR;FMLE;14.7
1979;EMR;SYR;MLE;5.0
1978;EMR;SYR;BTSX;9.4
1978;EMR;SYR;FMLE;14.3
1978;EMR;SYR;MLE;4.7
1977;EMR;SYR;BTSX;9.1
1977;EMR;SYR;FMLE;13.9
1977;EMR;SYR;MLE;4.5
1976;EMR;SYR;BTSX;8.8
1976;EMR;SYR;FMLE;13.5
1976;EMR;SYR;MLE;4.3
1975;EMR;SYR;BTSX;8.5
1975;EMR;SYR;FMLE;13.0
1975;EMR;SYR;MLE;4.1
2016;AFR;TCD;BTSX;6.1
2016;AFR;TCD;FMLE;8.9
2016;AFR;TCD;MLE;3.1
2015;AFR;TCD;BTSX;5.8
2015;AFR;TCD;FMLE;8.5
2015;AFR;TCD;MLE;2.9
2014;AFR;TCD;BTSX;5.6
2014;AFR;TCD;FMLE;8.2
2014;AFR;TCD;MLE;2.8
2013;AFR;TCD;BTSX;5.3
2013;AFR;TCD;FMLE;7.9
2013;AFR;TCD;MLE;2.6
2012;AFR;TCD;BTSX;5.1
2012;AFR;TCD;FMLE;7.5
2012;AFR;TCD;MLE;2.5
2011;AFR;TCD;BTSX;4.9
2011;AFR;TCD;FMLE;7.2
2011;AFR;TCD;MLE;2.4
2010;AFR;TCD;BTSX;4.7
2010;AFR;TCD;FMLE;6.9
2010;AFR;TCD;MLE;2.3
2009;AFR;TCD;BTSX;4.5
2009;AFR;TCD;FMLE;6.6
2009;AFR;TCD;MLE;2.1
2008;AFR;TCD;BTSX;4.3
2008;AFR;TCD;FMLE;6.3
2008;AFR;TCD;MLE;2.0
2007;AFR;TCD;BTSX;4.1
2007;AFR;TCD;FMLE;6.1
2007;AFR;TCD;MLE;1.9
2006;AFR;TCD;BTSX;3.9
2006;AFR;TCD;FMLE;5.8
2006;AFR;TCD;MLE;1.8
2005;AFR;TCD;BTSX;3.7
2005;AFR;TCD;FMLE;5.5
2005;AFR;TCD;MLE;1.8
2004;AFR;TCD;BTSX;3.6
2004;AFR;TCD;FMLE;5.3
2004;AFR;TCD;MLE;1.7
2003;AFR;TCD;BTSX;3.4
2003;AFR;TCD;FMLE;5.1
2003;AFR;TCD;MLE;1.6
2002;AFR;TCD;BTSX;3.2
2002;AFR;TCD;FMLE;4.8
2002;AFR;TCD;MLE;1.5
2001;AFR;TCD;BTSX;3.1
2001;AFR;TCD;FMLE;4.6
2001;AFR;TCD;MLE;1.4
2000;AFR;TCD;BTSX;2.9
2000;AFR;TCD;FMLE;4.4
2000;AFR;TCD;MLE;1.3
1999;AFR;TCD;BTSX;2.8
